1	1
2	1
3	4
4	2
5	10
6	4
21	7
22	8
23	5
24	6
25	3
26	10
28	2
29	2
31	10
41	4
42	4
43	4
44	4
45	4
46	4
47	4
48	4
51	11
54	11
92	4
113	4
114	4
127	4
142	1
143	5
144	10
999	-9999
0	-9999
