1	1	4
1	2	3
2	1	99
2	2	99
3	1	6
3	2	6
4	1	5
4	2	4
5	1	3
5	2	2
6	1	5
6	2	5
7	1	5
7	2	5
8	1	7
8	2	7
9	1	2
9	2	1
10	1	5
10	2	5
11	1	5
11	2	4
12	1	6
12	2	6
13	1	3
13	2	2
14	1	4
14	2	3
15	1	5
15	2	4
16	1	5
16	2	4
17	1	5
17	2	5
18	1	5
18	2	4
19	1	5
19	2	5
20	1	5
20	2	4
21	1	4
21	2	3
22	1	3
22	2	2
23	1	5
23	2	4
