3	8
2	14
4	8
10	11
24	1
12	1
37	7
1	1
14	1
6	7
47	3
20	2
25	1
11	1
31	1
42	7
19	8
60	1
53	8
26	1
8	7
30	8
35	2
10	11
7	1
9	13
33	1
15	14
21	1
28	16
39	7
13	7
48	21
57	7
23	1
41	1
22	16
29	1
38	7
32	1
55	2
40	16
18	1
5	1
52	1
16	3
36	1
49	2
46	1
27	1
54	15
43	1
59	1
45	14
56	2
17	14
44	1
58	1
34	21
61	16
51	1
64	14
68	1
62	1
63	3
70	1
65	1
69	1
67	1
50	1
66	1
72	12
73	21
71	-9999
74	1
-9999	-9999






