1	1	1	15
1	1	0	12
1	2	1	20
1	2	0	16
1	3	1	12
1	3	0	9
1	4	1	9
1	4	0	6
2	1	1	15
2	1	0	12
2	2	1	20
2	2	0	16
2	3	1	15
2	3	0	12
2	4	1	14
2	4	0	11
3	1	1	11
3	1	0	10
3	2	1	18
3	2	0	16
3	3	1	20
3	3	0	18
3	4	1	12
3	4	0	9
4	1	1	11
4	1	0	10
4	2	1	17
4	2	0	15
4	3	1	22
4	3	0	20
4	4	1	9
4	4	0	7



