1	2
2	2
3	28
4	9
5	9
6	28
21	4
22	4
23	4
24	24
25	20
26	24
28	24
29	5
31	24
41	28
42	28
43	28
44	28
45	28
46	28
47	28
48	28
51	28
54	28
92	2
113	2
114	9
127	28
142	2
143	4
144	24
999	-9999
0	-9999
