1	1
2	1
3	1
4	1
5	19
6	1
21	9
22	12
23	9
24	19
25	7
26	18
28	14
29	15
31	19
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
51	20
54	20
92	1
113	1
114	1
127	1
142	1
143	9
144	19
999	-9999
0	-9999
